species,gmm_prob_0_mean,gmm_prob_1_mean,gmm_prob_2_mean,gmm_prob_3_mean,gmm_prob_4_mean,gmm_prob_5_mean,gmm_prob_6_mean,gmm_prob_7_mean,n_sequences,n_recordings,family_clean,social_bond,communal,territory,sexual_selection,mass,Beak.Length_Culmen,Beak.Width,Beak.Depth,Hand-Wing.Index,learners
Melozone_fusca,1.7127181898311906e-12,0.0002992339917814972,0.04213386079763441,0.07963004814927092,0.0001570731642133492,0.23864661770292978,0.6106804477380263,0.028452718454431113,79,20,Passerellidae_(New_World_Sparrows),3.0,1.0,3.0,0.0,44.4,16.5,5.5,7.8,13.1,Oscines
Melozone_kieneri,4.9422266163528595e-28,8.99985253467291e-05,4.0603394111212757e-07,0.9897277230244614,6.4009405823022125e-09,6.920850191338705e-07,0.010177691542872833,3.4823874185031585e-06,9,2,Passerellidae_(New_World_Sparrows),3.0,0.0,2.0,0.0,38.7,16.5,5.9,8.3,9.9,Oscines
Menura_alberti,4.047819501351935e-08,0.3035512635761647,0.06409097336987037,0.4000137570472889,0.10203114456473318,0.00606468404329934,0.11529231100025382,0.008955825920194636,9,2,Menuridae_(Lyrebirds),1.0,0.0,3.0,4.0,928.0,41.9,7.1,8.2,3.3,Oscines
Menura_novaehollandiae,0.007368428843768544,0.30798775528356176,0.03851319364389008,0.46339723566102564,0.0003672016460192162,0.04665805162769566,0.13410159581107872,0.0016065374829602698,27,3,Menuridae_(Lyrebirds),1.0,0.0,3.0,4.0,972.62,42.2,7.0,7.6,2.0,Oscines
Merulaxis_ater,0.0004749720616432529,7.547545801301166e-07,0.7881508291863119,1.2885177095755746e-10,6.405055986202789e-08,0.21137315479606059,5.69375727508243e-09,2.1932823431316708e-07,17,4,Rhinocryptidae_(Tapaculos),3.0,0.0,3.0,0.0,35.03,21.2,4.3,5.3,5.3,Non-Oscines
Merulaxis_stresemanni,0.08281706382344711,0.03222918993645223,2.1560503274434846e-05,0.1647622121630565,0.032015092691065304,0.5578855251547713,0.1292232329119311,0.0010461228160019802,16,2,Rhinocryptidae_(Tapaculos),3.0,0.0,3.0,0.0,35.0,21.0,4.9,5.9,4.0,Non-Oscines
Metopothrix_aurantiaca,1.5526735581688702e-26,0.0022010768461524916,0.0005412349255161951,0.00016751503329183505,8.26165701035703e-06,0.6180888338835345,0.35290492937429135,0.026088148280203144,6,1,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,1.0,3.0,0.0,11.2,11.8,3.1,3.3,22.8,Non-Oscines
Microbates_cinereiventris,0.5902260562439118,0.14309857478783378,2.429451662486902e-07,0.2629639787389578,9.571716265971427e-07,6.704842274807999e-06,0.003702342495544403,1.1427746842169202e-06,15,4,Polioptilidae_(Gnatcatchers),3.0,0.0,3.0,0.0,11.9,20.0,3.4,3.1,11.8,Oscines
Microbates_collaris,0.9258234503664723,0.07223857353663621,0.0007098371277013809,1.6827406694406206e-06,0.0012264081984628974,4.7433216005224726e-08,8.321857161583203e-21,5.968416011769552e-10,45,6,Polioptilidae_(Gnatcatchers),3.0,0.0,3.0,0.0,10.2,20.2,3.0,2.9,11.5,Oscines
Microcerculus_bambla,0.7660870802855143,0.09825491433981734,0.05494566071506913,0.04916651093591678,0.002527924540414422,0.02900950801626454,1.6665044993323486e-13,8.401166836790542e-06,39,12,Troglodytidae_(Wrens),2.0,0.0,3.0,0.0,19.1,20.0,3.3,3.8,9.9,Oscines
Microcerculus_marginatus,0.8220242820111459,0.07363139109960395,0.013073905833003087,0.04933710757802003,0.022279935517294836,0.00225199816621142,0.014988266458597936,0.0024131133361224746,79,15,Troglodytidae_(Wrens),2.0,0.0,3.0,0.0,18.22,19.2,3.4,3.6,11.6,Oscines
Microcerculus_philomela,0.730576936365182,0.25210827339190756,1.394934498539447e-06,0.00025088818195188314,0.0005948402359599894,0.01646394402786094,7.633782373845077e-11,3.722786301600476e-06,100,8,Troglodytidae_(Wrens),2.0,0.0,3.0,0.0,17.78,19.2,3.6,3.9,8.1,Oscines
Microeca_fascinans,0.03751269882022853,0.2348618569307744,0.0002665243775447214,0.09600498961733321,0.01665678405838967,0.2820903366797589,0.31904062361809943,0.013566185897870767,56,13,Petroicidae_(Australasian_Robins),3.0,0.0,2.0,0.0,14.47,12.5,4.2,3.2,29.8,Oscines
Microeca_flavigaster,0.011255842168876212,0.010584500026197765,1.5026840490383503e-05,0.6518723816837291,2.9493436280011763e-06,0.00013618880134248117,0.3261297781017198,3.333034016184935e-06,88,12,Petroicidae_(Australasian_Robins),3.0,1.0,3.0,0.0,12.1,12.5,4.7,3.4,25.7,Oscines
Microrhopias_quixensis,2.1840941598526874e-06,0.3009407909876747,0.027900424659425584,0.4117809706618002,1.5183630147048248e-06,0.014810033793917895,0.24432217824006966,0.00024189919993737808,97,16,Thamnophilidae_(Typical_Antbirds),3.0,0.0,3.0,0.0,7.9,15.6,4.1,3.8,17.8,Non-Oscines
Microspingus_cabanisi,6.164105523718409e-15,3.1201012424149043e-06,0.017697003902218914,0.28475337725279654,0.00010539289237329849,0.38671773176461866,0.2663877913080465,0.044335582778697855,26,3,Thraupidae_(Tanagers_and_Allies),NA,NA,NA,1.0,19.2,11.8,4.7,5.6,12.3,Oscines
Microspingus_cinereus,1.0277170323801005e-33,5.440778403297354e-10,1.6959543270647782e-05,0.3934890647485263,1.9228508360051473e-08,2.2704834436419832e-07,0.6064640638872706,2.9665000003169602e-05,5,3,Thraupidae_(Tanagers_and_Allies),3.0,0.0,2.0,1.0,11.6,12.7,3.7,4.3,16.2,Oscines
Microspingus_lateralis,5.173791963475748e-12,1.1877224752224007e-05,3.9210197013335223e-07,2.511709514834674e-12,2.1551690363391387e-05,0.6626472345771156,0.3333537729477482,0.003965171450364193,3,1,Thraupidae_(Tanagers_and_Allies),3.0,0.0,2.0,1.0,19.2,12.2,4.6,5.8,13.5,Oscines
Microspingus_torquatus,3.715012125264967e-27,0.003664054265620936,4.215581661459006e-07,0.07484527967436583,1.2282563555807736e-07,0.06809191879607521,0.8533879174994895,1.0285380646379763e-05,27,5,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,1.0,11.0,12.0,4.0,4.6,14.7,Oscines
Mimus_dorsalis,1.4524882926367289e-24,4.463583213154529e-08,0.0036742990112898304,0.055025874347676,0.0005746234740668965,0.05408376074811484,0.460462416554761,0.4261789812282598,19,4,Mimidae_(Mockingbirds_and_Thrashers),3.0,0.0,2.0,0.0,58.7,24.2,4.8,5.8,18.7,Oscines
Mimus_gilvus,0.01711712937220643,0.10557920838966689,0.1647937565670411,0.005298371871295714,0.4170749124119886,0.18788920683166702,0.07325868866120341,0.028988725894930564,87,13,Mimidae_(Mockingbirds_and_Thrashers),3.0,0.0,3.0,0.0,51.99,22.9,5.1,5.8,22.8,Oscines
Mimus_graysoni,1.9038908094537326e-06,0.0887126667136713,1.1962228673395703e-05,1.1922199079386503e-06,0.0014574564126042465,0.2828195993190895,0.2968500953397234,0.33014512387552103,14,1,Mimidae_(Mockingbirds_and_Thrashers),2.0,0.0,2.0,0.0,65.51,25.0,5.7,6.7,15.4,Oscines
Mimus_gundlachii,2.177522601111521e-22,0.0001828237662526539,1.7251970122679597e-06,0.3200234920046887,3.1360685678363385e-07,2.0032479701970197e-06,0.6797457605338227,4.388164339535008e-05,8,2,Mimidae_(Mockingbirds_and_Thrashers),3.0,0.0,3.0,0.0,66.8,24.8,5.0,5.8,22.3,Oscines
Mimus_longicaudatus,0.06892042614675793,0.0003028549568514289,0.0002175879335973735,0.3166243141275473,0.08733615740638383,0.07340547473644485,0.2932953865309119,0.15989779816150576,29,5,Mimidae_(Mockingbirds_and_Thrashers),3.0,0.0,2.0,1.0,66.6,26.2,5.0,6.3,21.7,Oscines
Mimus_parvulus,2.6360044978054173e-06,8.436422848666867e-07,0.30635897289890507,5.446837881102081e-09,0.010988949713897439,0.5981109759553059,0.0028099158206959275,0.08172770051757448,3,3,Mimidae_(Mockingbirds_and_Thrashers),3.0,0.0,3.0,2.0,53.64,25.4,4.1,4.8,20.6,Oscines
Mimus_patagonicus,0.019395910636476783,0.026307991923049525,0.051803019081678524,0.05359945390381393,0.1884575286428146,0.2668388732693422,0.2074669056878253,0.18613031685499867,28,6,Mimidae_(Mockingbirds_and_Thrashers),2.0,0.0,2.0,0.0,57.8,19.4,4.6,5.0,23.0,Oscines
Mimus_polyglottos,0.008677016278050948,0.18239431129023465,0.03854124078580325,0.039700591051952866,0.1320250816892187,0.28979974517000995,0.2112187536116703,0.09764326012305917,96,10,Mimidae_(Mockingbirds_and_Thrashers),2.0,0.0,2.0,1.0,48.5,22.1,4.6,5.3,20.6,Oscines
Mimus_saturninus,0.005100141557304064,0.039988546785847436,0.01036146328995147,0.06481135818912523,0.29356909265549774,0.11743363794762966,0.2879272293053834,0.1808085302692612,112,16,Mimidae_(Mockingbirds_and_Thrashers),3.0,0.0,2.0,0.0,63.7,25.1,5.3,6.4,19.5,Oscines
Mimus_thenca,7.049877935809719e-17,9.452256019627504e-06,0.009784264734669064,0.24977283405115025,0.042440280141418756,0.08374497005567443,0.44125744476384005,0.172990753997228,20,3,Mimidae_(Mockingbirds_and_Thrashers),3.0,0.0,2.0,0.0,65.99,23.4,4.9,5.4,24.7,Oscines
Mimus_triurus,5.364002173630295e-19,0.0396526641330996,0.07931592108996978,0.3170018425097122,0.07445184882206034,0.07272581328914533,0.203882075832412,0.21296983432360042,14,1,Mimidae_(Mockingbirds_and_Thrashers),2.0,0.0,2.0,0.0,47.2,20.6,4.5,5.4,21.4,Oscines
Mino_dumontii,9.457139479064765e-08,0.2618146980052607,0.002583199591524509,0.07839349022254324,0.014086964003707595,0.17217346854046514,0.004849479050088816,0.46609860601501535,28,2,Sturnidae_(Starlings),3.0,0.0,1.0,0.0,217.0,31.0,8.5,10.4,19.5,Oscines
Mionectes_macconnelli,2.062181173231828e-12,0.008509318804874067,0.034254571407617736,0.025212946977031987,0.3577714038308714,0.00014810080725726485,0.5686381260468432,0.005465532123441668,3,2,Tyrannidae_(Tyrant_Flycatchers),1.0,0.0,1.0,4.0,13.5,13.7,4.1,3.4,16.7,Non-Oscines
Mionectes_oleagineus,3.605859609800145e-05,0.10430164970682289,0.026223875789945127,0.14127156527124884,0.03191763860581264,0.3175709212497681,0.3164436524708101,0.062234638309494016,97,10,Tyrannidae_(Tyrant_Flycatchers),1.0,0.0,1.0,4.0,11.17,11.8,4.2,3.4,17.1,Non-Oscines
Mionectes_olivaceus,0.07145995538335215,0.20976704413257882,0.0001121816038548377,0.005964066421652289,0.0018557090105762782,0.6999855537022915,0.006941738500787268,0.0039137512449069455,67,3,Tyrannidae_(Tyrant_Flycatchers),1.0,0.0,1.0,1.0,15.31,13.7,4.1,3.4,17.0,Non-Oscines
Mionectes_rufiventris,0.0010625479768838527,8.73388017754722e-10,2.7299592111762054e-06,0.16673960381863182,0.0819804847534758,0.4203245307583987,0.32762938138447634,0.002260720475533528,12,2,Tyrannidae_(Tyrant_Flycatchers),1.0,0.0,1.0,4.0,13.3,14.1,4.3,3.8,13.3,Non-Oscines
Mionectes_striaticollis,6.696660088260824e-07,0.3937785451052756,7.750797132028091e-05,0.09278429118895898,0.002152516933959893,0.43204531945784613,0.05557938720112248,0.02358176247550799,48,4,Tyrannidae_(Tyrant_Flycatchers),1.0,0.0,1.0,4.0,15.0,14.2,4.2,3.4,16.5,Non-Oscines
Mirafra_cheniana,4.977248446397928e-12,4.282975562803168e-07,0.020411159532026452,0.016329976224842876,0.0011535261823344212,0.058999971946075126,0.8163642016559715,0.08674073615621547,62,5,Alaudidae_(Larks),3.0,0.0,2.0,0.0,29.15,13.1,4.9,5.9,20.6,Oscines
Mirafra_javanica,2.761952011930233e-07,0.0048556729893051665,0.11528387360204617,0.07129963802500315,0.029024362446938255,0.31932236206399695,0.4146025548474046,0.045611259830104244,35,3,Alaudidae_(Larks),2.0,0.0,2.0,0.0,23.0,14.4,5.1,6.1,18.4,Oscines
Mirafra_passerina,0.057733730677976096,0.05745473406381407,1.2605361616781408e-05,0.00013918999017262617,0.8217908769577018,0.04340305732307962,0.005901189236428269,0.013564616389210152,66,7,Alaudidae_(Larks),3.0,0.0,2.0,0.0,24.7,13.9,4.8,5.8,19.6,Oscines
Mitrephanes_phaeocercus,4.1647634536314377e-14,0.20706950888802214,2.448620352883571e-05,0.00016586211800431502,1.7793563411953716e-05,0.39793226722318953,0.3946681145294027,0.00012196747439821917,24,2,Tyrannidae_(Tyrant_Flycatchers),3.0,0.0,2.0,0.0,8.59,12.1,4.4,2.6,25.3,Non-Oscines
Mitrospingus_cassinii,2.434908613567525e-21,1.7348104996700777e-05,9.417122927247942e-07,0.7958811737643304,1.0189768326752648e-08,3.5809550638752473e-07,0.20409989035232595,2.777807793533948e-07,10,4,Mitrospingidae_(Mitrospingid_Tanagers),3.0,1.0,3.0,0.0,40.4,21.6,5.4,6.9,12.6,Oscines
Mixornis_bornensis,0.004255497896330656,0.3113106850243619,0.00019777088635584275,0.5491571010614424,6.8320663829459855e-06,2.5017675328029183e-05,0.13497357036116608,7.352502863161841e-05,27,5,"Timaliidae_(Tree-Babblers,_Scimitar-Babblers,_and_Allies)",NA,NA,NA,0.0,11.83,15.8,3.5,3.8,9.1,Oscines
Mixornis_gularis,5.515887328327705e-07,0.2551527945962211,0.0001997057495927023,0.3864231115361011,2.7800154377414575e-06,0.08663545017567267,0.25771655840166374,0.013869047936578102,73,10,"Timaliidae_(Tree-Babblers,_Scimitar-Babblers,_and_Allies)",NA,NA,NA,0.0,11.83,14.1,3.2,3.7,9.3,Oscines
Mniotilta_varia,4.076817808027652e-06,0.0780444002704204,0.010923187372947899,0.40328710335720797,0.00011168473495233762,0.07569411120664149,0.4035759916420023,0.028359444598019874,71,20,Parulidae_(New_World_Warblers),2.0,0.0,2.0,0.0,10.9,13.7,2.9,3.3,25.5,Oscines
Modulatrix_stictigula,0.1109151744410405,0.6328462318474808,6.751265118325493e-05,0.21458022823348413,6.615735461953633e-05,0.03617709712779458,0.00528679941963721,6.0798924760226325e-05,27,4,Modulatricidae_(Dapple-throat_and_Allies),3.0,0.0,3.0,0.0,30.5,17.5,3.3,3.7,9.9,Oscines
Mohoua_albicilla,8.941335104645089e-06,0.06972687667480311,0.360159214323422,0.24328766662652043,0.08425070603959955,0.0014493866906199122,0.23762231079723917,0.003494897512690673,25,5,Mohouidae_(Whiteheads),3.0,0.0,2.0,0.0,17.63,12.7,3.0,4.6,19.9,Oscines
Molothrus_aeneus,0.008271897015500863,0.7023127577079273,2.7462366464029867e-06,0.16045861155662802,1.0585398496760324e-07,0.0015257048481035983,0.0365146431267315,0.09091353365447698,11,3,Icteridae_(Troupials_and_Allies),2.0,0.0,1.0,3.0,62.61,22.2,6.1,9.7,25.3,Oscines
Molothrus_ater,0.027715343095911525,0.052915041632061864,0.06279163544345827,0.1922524428158413,0.027280785558660488,0.2824997296866932,0.2496634208488107,0.10488160091856245,84,20,Icteridae_(Troupials_and_Allies),2.0,0.0,1.0,3.0,40.26,17.6,5.8,8.9,33.0,Oscines
Molothrus_bonariensis,0.0057000349762347385,0.08773724665447141,0.00540203182875634,0.4414280784699193,7.725839828292007e-05,0.13331579405524935,0.25651284069345826,0.0698267149236279,36,14,Icteridae_(Troupials_and_Allies),2.0,0.0,1.0,3.0,41.49,19.7,6.5,8.3,27.3,Oscines
Molothrus_oryzivorus,0.03764913474706886,0.17646397562214441,0.003197910394339142,0.3066299644142542,0.012115767444546439,0.16727694688682015,0.180450917614921,0.11621538287590526,26,12,Icteridae_(Troupials_and_Allies),2.0,0.0,1.0,3.0,181.85,35.5,9.3,11.5,31.9,Oscines
Molothrus_rufoaxillaris,8.696888402450388e-07,0.030916136107115348,0.00015128149427748194,0.5437057633023832,0.01907589111890259,0.11012423638107036,0.20143830593943277,0.09458751596797786,63,15,Icteridae_(Troupials_and_Allies),2.0,0.0,1.0,0.0,47.5,18.3,5.2,9.1,27.6,Oscines
Monarcha_castaneiventris,0.703654747591307,0.145138230526256,4.133007623787456e-06,0.09999874806613823,0.000202982224552173,0.050998794503712586,1.2346276034849694e-06,1.1294528065359964e-06,20,5,Monarchidae_(Monarch_Flycatchers),3.0,0.0,2.0,0.0,27.31,21.1,6.9,6.0,16.2,Oscines
Monarcha_melanopsis,0.058216605944523964,0.677005384110354,1.1970056402244532e-05,0.12472392197460991,0.004398705761149994,0.08483507890819184,0.042511679383548856,0.008296653861218882,124,11,Monarchidae_(Monarch_Flycatchers),3.0,0.0,2.0,0.0,22.7,21.2,6.8,6.2,22.6,Oscines
Monarcha_richardsii,0.9208387381207991,0.02631892466070593,0.05276380119738407,2.8481017813054155e-08,2.1153749564341875e-05,5.733832127366145e-05,1.1640573273872362e-24,1.5469255534136293e-08,19,3,Monarchidae_(Monarch_Flycatchers),3.0,0.0,2.0,0.0,27.3,18.9,6.0,5.2,17.2,Oscines
Montecincla_fairbanki,0.12229122812361846,0.4943293262749085,0.03570126708776929,0.3074162239668348,8.784949461812439e-07,0.040251460428995224,1.7607972846241725e-08,9.598014953779843e-06,7,2,Leiothrichidae_(Laughingthrushes_and_Allies),NA,NA,NA,0.0,45.5,22.7,4.1,4.7,7.1,Oscines
Monticola_angolensis,0.20421835514002531,0.793722719508306,1.015679102660727e-07,1.0188710528179817e-05,2.3478437134820215e-05,0.0020251053242678493,5.279126674898283e-18,5.1311828522823954e-08,6,2,Muscicapidae_(Old_World_Flycatchers),3.0,0.0,3.0,0.0,44.4,22.9,5.2,6.1,20.9,Oscines
Monticola_cinclorhyncha,3.076850154680071e-05,0.5778658960247567,0.002385960423170596,0.30017304800817657,0.00012656635478593215,0.030863648932407003,0.08291496332810297,0.005639148427052795,7,3,Muscicapidae_(Old_World_Flycatchers),3.0,0.0,2.0,0.0,36.0,22.5,4.6,5.3,27.1,Oscines
Monticola_rufocinereus,0.0024723368924648736,0.04096841562608883,2.277920227089231e-07,0.636828360273516,2.758421809655117e-08,0.31973005716314257,7.992468293975412e-15,5.746685395766662e-07,12,3,Muscicapidae_(Old_World_Flycatchers),3.0,0.0,2.0,0.0,24.0,19.8,4.2,4.7,16.3,Oscines
Monticola_rupestris,0.0009831258916480976,0.2211811751364236,8.588593821909462e-06,0.027487585358846205,0.16054018308965204,0.19031297715580814,0.39355345906768385,0.005932905706116248,39,10,Muscicapidae_(Old_World_Flycatchers),3.0,0.0,2.0,0.0,61.39,27.2,5.3,6.2,22.2,Oscines
Monticola_saxatilis,8.412746700984009e-05,0.12478203335246954,0.03602619529174378,0.13225273789485423,0.06601562524640102,0.3939158224597019,0.21970662891952825,0.027216829368291517,67,15,Muscicapidae_(Old_World_Flycatchers),2.0,0.0,2.0,0.0,50.3,25.2,4.9,5.3,36.2,Oscines
Monticola_sharpei,0.5727110370586515,0.378545099793648,6.592529778486529e-08,4.901844296747787e-10,0.04008760698935199,0.008111011820513632,7.718961012189433e-08,0.0005451007327411653,7,4,Muscicapidae_(Old_World_Flycatchers),3.0,0.0,2.0,0.0,24.8,18.1,4.1,4.6,18.5,Oscines
Monticola_solitarius,0.03719990451305009,0.06952430196130847,0.01522249457044123,0.02651877689287493,0.14104784364322512,0.24605506862378,0.4574525945706306,0.006979015224689341,59,13,Muscicapidae_(Old_World_Flycatchers),3.0,0.0,2.0,0.0,53.65,28.1,5.3,6.0,29.5,Oscines
Montifringilla_nivalis,2.4889941594961986e-15,2.4661242699741638e-05,1.0000545811110082e-05,0.016231542048012203,0.006264828141410978,0.12445472016545278,0.7178998349412987,0.13511441291531248,24,5,Passeridae_(Old_World_Sparrows),2.0,0.0,2.0,0.0,36.9,14.4,7.1,7.9,38.1,Oscines
Motacilla_aguimp,6.970012746451277e-18,0.0023911702066367734,3.758820241428262e-05,0.1659362296494866,6.286156036503415e-06,0.12082449870054998,0.5899750684710539,0.120829158613822,78,14,Motacillidae_(Wagtails_and_Pipits),3.0,0.0,2.0,0.0,27.0,18.7,3.5,3.7,25.3,Oscines
Motacilla_alba,9.182235007994546e-08,0.0004796325493004071,0.015321638949386837,0.11223488540414057,0.0022027443705203115,0.030270098626997633,0.7276634137240743,0.11182749455322977,92,17,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,1.0,23.93,16.1,3.4,3.5,31.4,Oscines
Motacilla_capensis,2.791209409548721e-08,0.004687338295684536,0.020614495528629075,0.5111763506725262,0.00025508324662693326,0.23427132490518462,0.08095153830540103,0.14804384113385274,21,2,Motacillidae_(Wagtails_and_Pipits),3.0,0.0,2.0,0.0,20.8,16.6,3.2,3.6,25.9,Oscines
Motacilla_cinerea,6.165805009735418e-11,0.030613415407662877,0.14135184152286925,0.23576246516942811,4.5209492358636995e-05,0.048531436520924176,0.4904670190310421,0.053228612794056884,77,19,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,0.0,17.15,17.4,3.1,3.0,34.6,Oscines
Motacilla_citreola,1.888071062342278e-29,2.5035095736317246e-07,4.897019796939538e-07,0.004487408558534609,0.00014469265750235438,0.16634330128277006,0.8231885788546071,0.005835278593649263,8,2,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,0.0,19.11,16.2,3.2,3.5,28.2,Oscines
Motacilla_clara,0.06847443533185667,0.6834939777706354,4.485967572398324e-06,4.7240675058273045e-07,3.2763065896446467e-05,0.19357909007045143,0.05396824977135459,0.0004465256154821117,44,5,Motacillidae_(Wagtails_and_Pipits),3.0,0.0,2.0,0.0,17.9,17.7,3.7,3.5,26.2,Oscines
Motacilla_flava,6.564360162915925e-10,0.02530041316803545,2.9803867582216307e-05,0.05257368540360338,0.018419522634059073,0.07509820060035674,0.4386765671951355,0.38990180647479145,123,22,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,0.0,17.68,16.0,3.2,3.5,31.1,Oscines
Motacilla_flaviventris,5.011738837927762e-09,0.15048889723485664,0.0006561377576799711,3.22607705955426e-14,0.0553709630123819,0.7528520888313135,0.00015512965589164685,0.04047677849610512,21,4,Motacillidae_(Wagtails_and_Pipits),3.0,1.0,3.0,0.0,22.5,16.5,3.4,3.7,26.5,Oscines
Motacilla_grandis,1.430165102996777e-18,0.00016487613613707958,2.8065814752251147e-07,0.0004878024740785193,0.11317869643918788,0.09138170665132508,0.41150768180222097,0.38327895583890287,11,2,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,1.0,30.16,17.9,2.9,3.7,28.7,Oscines
Motacilla_maderaspatensis,4.483762032154917e-13,1.163607976649969e-05,1.6685418696258116e-06,0.003955427770452256,1.2048152950420587e-05,0.7058452189331166,0.29017218550678875,1.81501460702774e-06,17,3,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,0.0,30.5,18.8,3.7,4.1,25.6,Oscines
Motacilla_tschutschensis,3.736298473970648e-30,0.00061646618119245,1.8020107444290935e-05,2.638852247799169e-08,7.216434607349161e-05,0.14658723045752778,0.19921813243070371,0.6534879600885359,6,3,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,0.0,18.5,15.9,3.4,3.4,33.5,Oscines
Muscicapa_adusta,1.056228677133796e-10,0.019223395717500927,0.07804533907223006,0.07735466628076243,0.0065170649032268765,0.09617560149288656,0.6389153873857878,0.08376854504198233,45,7,Muscicapidae_(Old_World_Flycatchers),3.0,0.0,2.0,0.0,10.4,12.6,4.2,2.9,19.6,Oscines
Muscicapa_aquatica,2.3284614463464723e-07,0.17232373600521844,0.08148931119821182,0.30210963065767366,0.0003376041145763984,0.0007394907055215974,0.44118230803167535,0.0018176864409782487,20,5,Muscicapidae_(Old_World_Flycatchers),3.0,1.0,3.0,0.0,11.5,13.6,4.3,3.4,15.1,Oscines
Muscicapa_sibirica,7.837663345010539e-09,0.008087941607408755,0.22584195168578064,0.4811663118616418,0.03885296257977536,7.956789080824862e-05,0.24303067049783827,0.0029405860390836363,16,4,Muscicapidae_(Old_World_Flycatchers),2.0,0.0,2.0,0.0,13.2,11.7,4.6,3.1,33.0,Oscines
