species,gmm_prob_0_mean,gmm_prob_1_mean,gmm_prob_2_mean,gmm_prob_3_mean,gmm_prob_4_mean,gmm_prob_5_mean,gmm_prob_6_mean,gmm_prob_7_mean,n_sequences,n_recordings,family_clean,social_bond,communal,territory,sexual_selection,mass,Beak.Length_Culmen,Beak.Width,Beak.Depth,Hand-Wing.Index,learners
Macronyx_ameliae,1.2963169594086669e-10,4.305661953164247e-05,8.806343413866987e-05,0.1409407214219305,0.19145003984934053,0.4953721888878732,0.16690228861009754,0.005203641047456518,7,1,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,0.0,33.48,18.7,3.9,4.9,17.7,Oscines
Macronyx_capensis,9.98560197987709e-08,9.068447085178884e-16,1.1268106397799862e-07,6.741580170174678e-19,3.2922725492854773e-07,0.43852061965837236,2.760238258697881e-06,0.5614760783390284,10,2,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,0.0,50.04,21.0,4.1,5.2,22.5,Oscines
Macronyx_fuelleborni,0.6421892055704593,0.001340466232732305,1.4293792660785466e-14,7.097183047081623e-46,5.118974809894644e-08,0.3564663854863489,4.923153001757893e-08,3.842289167313237e-06,26,3,Motacillidae_(Wagtails_and_Pipits),2.0,0.0,2.0,0.0,55.18,19.9,4.5,5.5,20.1,Oscines
Macrosphenus_concolor,2.0335557195475707e-05,0.7272177935606526,1.3639398891631048e-06,0.18474536500863337,8.306322588815536e-05,0.04653451350604675,0.04082756406334944,0.000570001138344304,24,6,Macrosphenidae_(African_Warblers),3.0,1.0,3.0,0.0,13.9,16.8,3.4,3.4,7.8,Oscines
Macrosphenus_kempi,0.26090867571415255,0.4482211975835312,0.00014343878086749086,0.22902669354537317,2.1016495872498858e-05,0.0057363938304315475,0.05588592200785399,5.666204191712893e-05,18,5,Macrosphenidae_(African_Warblers),3.0,1.0,3.0,0.0,12.62,19.9,3.2,3.1,6.6,Oscines
Macrosphenus_kretschmeri,2.7749592045875307e-08,0.2623124166073978,0.004112325057289599,0.28000776555279694,0.0018275457226561412,0.22574647800685665,0.22580923803014755,0.00018420327326307154,22,3,Macrosphenidae_(African_Warblers),3.0,0.0,2.0,0.0,20.0,19.0,3.4,3.5,9.5,Oscines
Malacocincla_abbotti,0.1891039885008373,0.7828743241735732,1.4493869222629762e-06,0.0002795808236775232,0.009479505242063983,0.018221368921074493,3.5141365083949964e-05,4.6415867672568895e-06,112,11,Pellorneidae_(Ground_Babblers_and_Allies),3.0,1.0,3.0,0.0,26.8,19.2,3.6,5.2,10.1,Oscines
Malacocincla_sepiaria,0.3863818667112375,0.3359080154930427,0.0004447231067029181,0.0058348479501654235,0.00810874005362674,0.25456812632298437,0.00013414079075754363,0.008619539571482466,161,15,Pellorneidae_(Ground_Babblers_and_Allies),3.0,0.0,3.0,0.0,25.5,18.4,4.1,5.6,8.4,Oscines
Malaconotus_blanchoti,0.9741154834442859,0.014231871176904201,8.241697159045074e-07,1.92186416863402e-08,0.0002656474768087639,0.009915624166756084,0.0011230601452518346,0.0003474702016354384,49,9,Malaconotidae_(Bushshrikes_and_Allies),3.0,1.0,3.0,0.0,78.7,33.3,8.6,12.0,13.2,Oscines
Malacopteron_affine,0.29806071549131286,0.49786171429493614,0.0008230365265706856,0.13448386873030435,0.011527964484994706,0.016745758957727185,0.040445231785739576,5.170972841447288e-05,76,16,Pellorneidae_(Ground_Babblers_and_Allies),3.0,1.0,3.0,0.0,17.08,15.5,4.1,4.3,8.7,Oscines
Malacopteron_albogulare,0.589802844812618,0.024784829385041895,7.371711712035381e-10,9.729643984312754e-15,0.0008125596234111181,0.3845218091702297,4.4907918293882235e-05,3.304835322365017e-05,13,2,Pellorneidae_(Ground_Babblers_and_Allies),3.0,0.0,3.0,0.0,16.5,14.9,3.9,4.1,12.4,Oscines
Malacopteron_cinereum,1.5211495094214843e-07,0.4537498066046992,0.002304913337119886,0.25181312496694586,8.26796510814937e-08,0.0037291907312345146,0.2884013435828508,1.3859825472263444e-06,8,3,Pellorneidae_(Ground_Babblers_and_Allies),3.0,1.0,3.0,0.0,18.1,17.0,3.5,4.5,12.3,Oscines
Malacopteron_magnirostre,0.4397549228944432,0.43173306292956987,0.00011572655102318461,0.03960415244962706,2.2444664948215343e-05,0.06910354759873163,0.007944457802388049,0.011721685109268716,122,17,Pellorneidae_(Ground_Babblers_and_Allies),3.0,1.0,3.0,0.0,19.34,17.1,4.2,4.8,12.9,Oscines
Malacopteron_magnum,0.24746890603648464,0.504360477177198,3.1739887511867945e-06,0.13975023673253714,3.0325915824702347e-06,0.001499035684558297,0.10667134825463621,0.00024378953425191672,96,21,Pellorneidae_(Ground_Babblers_and_Allies),3.0,1.0,3.0,0.0,27.2,20.3,4.7,5.7,11.8,Oscines
Malacopteron_palawanense,4.060827036034733e-26,1.914435467974695e-06,5.198297361700947e-05,0.7373659838179837,9.490326591376377e-06,0.004536551254238914,0.250421802385637,0.007612274806464241,4,1,Pellorneidae_(Ground_Babblers_and_Allies),3.0,1.0,3.0,0.0,32.11,21.8,5.0,6.2,9.2,Oscines
Malcorus_pectoralis,5.949698578808147e-06,0.00039488441844411304,1.4364300457799453e-07,9.079905301626474e-09,1.1792558010085909e-09,0.7801048276724699,0.2185736191879894,0.0009205651203528285,14,6,Cisticolidae_(Cisticolas_and_Allies),3.0,0.0,2.0,0.0,10.13,12.2,2.5,2.9,10.8,Oscines
Malia_grata,7.483661252978769e-07,0.48821489679830077,4.143553566793945e-06,0.4893708220131722,5.486264847823336e-08,4.164467064850698e-06,0.022404634037806816,5.359013149399316e-07,14,3,Locustellidae_(Grassbirds_and_Allies),3.0,1.0,3.0,0.0,94.46,29.8,6.0,6.7,10.0,Oscines
Malimbus_malimbicus,0.15565723108703178,0.22302877043207683,0.0012334656338194717,0.24550913050903114,1.2252227914732088e-05,0.2598234758233154,0.10886840252646539,0.0058672717603455915,9,2,Ploceidae_(Weavers_and_Allies),3.0,0.0,3.0,0.0,36.1,20.4,6.6,8.0,15.6,Oscines
Malimbus_nitens,0.005450437125356075,0.2754992091562443,0.07961219581138697,0.6289331476178166,0.000251275957314635,8.681139172204222e-05,0.008816090182551426,0.0013508327576075131,7,2,Ploceidae_(Weavers_and_Allies),3.0,0.0,3.0,0.0,37.83,20.2,6.1,7.4,14.2,Oscines
Malimbus_rubricollis,0.013498324465862148,0.31659084232723794,0.06752716418348903,0.2565715401960265,0.2498893195831772,0.01482894472158694,0.07518801873261298,0.005905845790007555,12,2,Ploceidae_(Weavers_and_Allies),3.0,0.0,3.0,0.0,42.2,24.2,7.1,9.0,20.8,Oscines
Malimbus_scutatus,1.2362371310113335e-25,2.237072888322149e-06,0.006507057193696229,0.6923034532159555,0.0020924924237789135,0.00889966879979422,0.2060325545229715,0.08416253677091497,16,1,Ploceidae_(Weavers_and_Allies),3.0,0.0,3.0,0.0,30.0,17.6,5.3,7.0,22.0,Oscines
Malurus_assimilis,9.194614770167438e-11,0.06723860531641969,0.06686415586974002,0.4037909158773197,2.504356883487894e-06,0.0017153413226017715,0.46011835822503794,0.00027011894005084746,15,4,Maluridae_(Fairywrens),3.0,1.0,3.0,2.0,8.04,11.7,2.7,2.9,13.5,Oscines
Malurus_cyaneus,3.0058263589045795e-17,3.993302820039236e-06,0.024981969928481826,0.5439420956678951,2.2364472341235872e-05,1.8232688263109782e-06,0.41907723551563486,0.01197051784400053,42,18,Maluridae_(Fairywrens),3.0,0.0,3.0,3.0,10.33,12.0,2.5,2.6,14.6,Oscines
Malurus_cyanocephalus,1.616469071194101e-06,0.35186458325131764,4.327409535384161e-08,0.6476964391889029,1.047398279057577e-08,2.5363837177045694e-08,0.0004372622040594323,1.9774734197997122e-08,3,3,Maluridae_(Fairywrens),3.0,1.0,3.0,3.0,12.42,17.6,4.2,3.7,10.0,Oscines
Malurus_leucopterus,8.108061116504347e-20,9.158889190016129e-15,0.00012953860565011137,0.0245976220352872,3.81766563688621e-06,0.33227314964104293,0.6429732348699932,2.263718238020768e-05,3,3,Maluridae_(Fairywrens),3.0,1.0,3.0,3.0,7.4,10.7,2.1,2.4,12.4,Oscines
Malurus_melanocephalus,3.765193818553704e-13,1.2283227282766017e-10,3.766113082028943e-05,0.33204298824777667,4.016618171478827e-08,1.5471751639175897e-08,0.6678884834548715,3.081140538930277e-05,9,4,Maluridae_(Fairywrens),3.0,1.0,3.0,3.0,7.9,11.7,3.2,3.0,10.8,Oscines
Malurus_splendens,1.2578657359615073e-08,6.921387256538019e-12,0.05888236798972123,0.15992673206401517,7.152751025798349e-07,0.05346074966047133,0.7276492187855298,8.020363958141262e-05,17,5,Maluridae_(Fairywrens),3.0,1.0,3.0,3.0,9.39,11.7,2.5,2.6,12.3,Oscines
Manacus_aurantiacus,1.326802290071841e-15,0.1856848843498479,0.0004474271216815326,0.5368755243335401,0.19766972051713969,0.0063476307521204865,0.07113914006701569,0.0018356728586535452,5,2,Pipridae_(Manakins),1.0,0.0,1.0,4.0,15.5,12.4,3.6,3.3,13.6,Non-Oscines
Manacus_candei,3.6935009008276074e-09,0.12173999013497752,2.1043981828650518e-05,0.5220969855081005,0.2386126901774936,0.0038608715478487122,0.08552328849608198,0.028145126460167674,32,5,Pipridae_(Manakins),1.0,0.0,1.0,4.0,19.82,12.6,4.1,3.9,17.2,Non-Oscines
Manacus_manacus,4.4769863450044294e-11,8.411225593894044e-07,0.0033572011110550243,0.6104712925667266,0.02725139961228589,4.927081607639642e-05,0.20719530278517578,0.15167469194135036,10,3,Pipridae_(Manakins),1.0,0.0,1.0,4.0,16.7,11.5,4.4,4.2,15.9,Non-Oscines
Manacus_vitellinus,3.526942451494032e-05,0.17273074590195245,0.001317919717008256,0.3319978252254385,0.08753562738752299,0.016509886313168347,0.21350886020966756,0.17636386582072672,21,2,Pipridae_(Manakins),1.0,0.0,1.0,4.0,18.16,13.3,4.3,4.1,13.6,Non-Oscines
Manorina_melanocephala,0.24322120533355454,0.41275850082550375,2.4604109055835438e-05,7.884594517458441e-14,3.958792091690785e-05,0.3439311346459915,4.444598090995799e-10,2.496672043882339e-05,37,2,Meliphagidae_(Honeyeaters),3.0,1.0,3.0,2.0,60.22,24.3,4.1,5.6,24.8,Oscines
Manorina_melanophrys,0.3096195871974959,0.0006646685846025301,0.026471824830467092,3.6169531416136054e-16,0.33318768539714383,0.32929455838655003,1.0047793002197569e-16,0.000761675603739697,3,1,Meliphagidae_(Honeyeaters),3.0,1.0,3.0,1.0,30.39,17.1,3.0,4.9,19.9,Oscines
Manucodia_ater,0.06676128194332921,0.0003728663236360677,0.00010920733053487444,0.33333327497331494,0.5994233002524463,1.060027042285003e-09,1.0044402325835662e-19,6.811671163082829e-08,3,2,Paradisaeidae_(Birds-of-Paradise),3.0,0.0,2.0,0.0,228.01,40.2,9.3,12.2,10.0,Oscines
Margarops_fuscatus,2.999160815147117e-13,0.10490477890718214,0.0020798164543229863,0.5575352798648425,0.0008665890636615869,0.09820116034479902,0.21492964772612141,0.021482727638770585,11,4,Mimidae_(Mockingbirds_and_Thrashers),3.0,0.0,2.0,1.0,98.43,31.3,5.4,7.8,20.5,Oscines
Margarornis_squamiger,9.889496878354701e-05,1.2105404121225453e-07,0.7170591117174306,0.17732355691416116,0.044654596420733376,0.05684778638553873,0.003837243715701745,0.00017868882360934957,18,3,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,1.0,3.0,0.0,17.3,15.3,3.2,3.6,19.0,Non-Oscines
Mazaria_propinqua,7.461772565698609e-16,0.0009127711890930939,0.006738617738049808,0.207097180142288,0.06795624896891206,0.00726534009465597,0.3925712367162357,0.31745860515076485,17,6,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,1.0,3.0,0.0,19.89,17.3,3.2,3.6,10.8,Non-Oscines
Mecocerculus_leucophrys,3.2830432669026716e-17,1.3843031082282442e-07,0.37220080867032423,0.31115731636356925,0.0004057960744641935,0.00016974743534542108,0.2618707545978873,0.05419543842809833,28,5,Tyrannidae_(Tyrant_Flycatchers),3.0,1.0,3.0,0.0,10.98,15.4,3.8,3.4,16.6,Non-Oscines
Mecocerculus_minor,1.2592064918757164e-12,0.00047675650423429885,5.238928599997394e-05,0.5739153165628267,7.440829492404763e-08,0.00038805914338055245,0.42516707017047656,3.339235286055851e-07,12,2,Tyrannidae_(Tyrant_Flycatchers),3.0,0.0,2.0,0.0,11.0,11.1,2.9,2.7,18.5,Non-Oscines
Mecocerculus_poecilocercus,0.0024067794076334612,0.5080131836241117,1.179429236460029e-05,0.3645710096843829,0.0013565157326595669,0.11840313532472013,0.0040961322395881355,0.0011414496945389102,22,4,Tyrannidae_(Tyrant_Flycatchers),3.0,0.0,2.0,0.0,7.7,9.1,2.4,2.5,15.6,Non-Oscines
Mecocerculus_stictopterus,4.408426089838258e-06,0.15173620675176813,0.5073447514428053,0.33489272910069673,0.0013020145609315558,0.00013381836439306527,0.0025177496702467844,0.002068321683068998,32,11,Tyrannidae_(Tyrant_Flycatchers),3.0,0.0,2.0,0.0,9.4,12.3,2.9,2.8,14.5,Non-Oscines
Megalurus_palustris,3.325833167147432e-08,7.304639535737079e-05,0.11180393787206978,0.13587672146283947,0.40297305492344526,0.08569661904805817,0.08262736816496834,0.18094921887492957,22,6,Locustellidae_(Grassbirds_and_Allies),3.0,0.0,2.0,0.0,44.1,21.7,4.1,4.8,17.8,Oscines
Megarynchus_pitangua,0.008506569100053816,0.03586687969212035,0.10674930697573916,0.4011971342408195,0.09317193073328624,0.08482616574101629,0.12167744719161776,0.14800456632534686,129,16,Tyrannidae_(Tyrant_Flycatchers),3.0,1.0,3.0,0.0,69.91,33.7,13.9,10.4,23.3,Non-Oscines
Megastictus_margaritatus,0.19624997683323023,0.23303707500130708,0.0006579763697420626,0.04034947837572182,0.08663236028430167,0.2962542358527148,0.1441077763885427,0.0027111208944395754,28,2,Thamnophilidae_(Typical_Antbirds),3.0,1.0,3.0,0.0,20.2,20.4,5.2,5.2,13.7,Non-Oscines
Megaxenops_parnaguae,4.223996876161528e-12,2.6566097962775466e-07,0.8000000051152865,0.19999538147125445,3.116892054478221e-10,2.015621892269188e-09,4.345380404122625e-06,4.0540125268426646e-11,10,6,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,1.0,3.0,0.0,25.0,15.6,3.7,6.0,15.2,Non-Oscines
Melaenornis_edolioides,0.0030436736222286373,0.05789613738327166,0.025404673327854586,0.01671928926278926,0.07527402393549484,0.35230417886217763,0.39029444677264824,0.07906357683353546,39,5,Muscicapidae_(Old_World_Flycatchers),3.0,1.0,2.0,0.0,30.7,16.5,4.5,4.7,17.0,Oscines
Melaenornis_pammelaina,1.296690229193862e-08,0.03918364247996159,0.00021772155918011395,0.5059068415946775,0.33294778601611574,4.482597546415007e-05,0.12157313140583285,0.00012603800186445957,3,2,Muscicapidae_(Old_World_Flycatchers),3.0,0.0,2.0,0.0,30.2,16.2,4.7,4.7,21.3,Oscines
Melaniparus_afer,1.6661472575980438e-06,0.09612330246914849,2.610423993969756e-07,0.0016026760637458232,1.1481651496600428e-06,0.8236601025690355,0.07830092979266391,0.000309913750599932,19,4,"Paridae_(Tits,_Chickadees,_and_Titmice)",3.0,0.0,2.0,0.0,20.2,13.0,3.9,5.4,17.6,Oscines
Melaniparus_cinerascens,2.5777434274746594e-13,0.08732312760374951,0.3333333814005241,5.203602642024501e-11,2.2666751936823765e-06,0.4354445676790493,0.14388673092720577,9.92566198388142e-06,3,2,"Paridae_(Tits,_Chickadees,_and_Titmice)",3.0,0.0,2.0,0.0,20.0,12.6,3.8,5.2,18.0,Oscines
Melaniparus_leucomelas,0.000333850043841459,0.7667275789778517,0.0005717934406221762,0.05144981049568261,0.0016374486023015846,0.002169832263180218,0.02194741854156012,0.15516226763496005,13,3,"Paridae_(Tits,_Chickadees,_and_Titmice)",3.0,0.0,2.0,0.0,16.1,12.6,4.2,4.9,17.7,Oscines
Melaniparus_leuconotus,8.30943830982114e-38,6.814917445797358e-13,4.245651819364877e-06,0.24479474600193404,1.6445030978002274e-06,0.04949064603709201,0.2495298032072781,0.4561789145980979,8,1,"Paridae_(Tits,_Chickadees,_and_Titmice)",3.0,0.0,2.0,0.0,16.7,11.6,3.5,4.3,14.3,Oscines
Melaniparus_niger,1.8789815113470142e-35,6.845857362743869e-16,2.3663497416159312e-07,2.352444608943407e-07,8.774294973439615e-08,2.2478073605054024e-06,0.4176750576340114,0.5823221349362417,12,1,"Paridae_(Tits,_Chickadees,_and_Titmice)",3.0,0.0,2.0,0.0,21.5,11.7,4.0,5.2,17.4,Oscines
Melaniparus_rufiventris,2.3847239636135147e-19,1.1702625756174418e-06,1.3259815222827395e-05,0.08900763934714483,0.07811858150455488,0.0022077702917005847,0.6018876691839401,0.22876390959486093,13,5,"Paridae_(Tits,_Chickadees,_and_Titmice)",3.0,0.0,2.0,0.0,18.2,11.3,3.9,4.3,15.9,Oscines
Melaniparus_thruppi,9.551754213370002e-05,0.14250964398619362,4.450686014251609e-06,0.36790516889998537,1.1577671732524503e-06,0.16523654297999052,0.06126252240283374,0.26298499573567474,7,2,"Paridae_(Tits,_Chickadees,_and_Titmice)",3.0,0.0,2.0,0.0,12.0,10.1,3.6,4.9,14.6,Oscines
Melanochlora_sultanea,4.0132364302192383e-10,0.2652572004066636,5.584395211370695e-06,0.12245049301526477,7.206377296049435e-05,0.44726249797638684,0.16488437899816388,6.778103402485079e-05,8,2,"Paridae_(Tits,_Chickadees,_and_Titmice)",3.0,1.0,2.0,0.0,37.6,18.0,5.5,6.1,20.7,Oscines
Melanocichla_calva,0.7855275469383055,0.20992864864390293,8.472235677681613e-08,3.473789083554802e-08,0.00020511386736163175,0.004109934796493133,4.833327621284147e-07,0.00022815296092490653,7,3,"Timaliidae_(Tree-Babblers,_Scimitar-Babblers,_and_Allies)",3.0,1.0,3.0,1.0,78.64,26.6,5.7,8.6,7.7,Oscines
Melanocichla_lugubris,0.5147787039966005,0.0765107470976568,0.09807321939010707,8.345492822384409e-07,0.0020318757639440008,0.2601356055438194,0.04790877032311335,0.000560243335477133,20,3,"Timaliidae_(Tree-Babblers,_Scimitar-Babblers,_and_Allies)",3.0,1.0,3.0,0.0,78.64,29.2,6.4,9.5,10.3,Oscines
Melanocorypha_bimaculata,5.348496481573816e-05,0.0031242744827642117,0.0006902100179891187,0.1313395875661642,0.18870286480304857,0.13693955687681905,0.4067004937750137,0.13244952751338515,31,7,Alaudidae_(Larks),2.0,0.0,2.0,0.0,54.1,18.9,5.7,8.2,38.4,Oscines
Melanocorypha_calandra,3.177947851483619e-13,1.035511844686481e-08,0.10567425535487729,0.019457127314815297,0.13296988963986575,0.31203138688237403,0.29088991417470494,0.13897741627792634,65,11,Alaudidae_(Larks),2.0,0.0,2.0,0.0,61.6,18.7,5.4,8.2,37.2,Oscines
Melanodera_melanodera,9.7676260597053e-09,0.00014163653902818138,7.800823454474765e-10,1.5584638774790773e-29,7.26752137920844e-07,0.9998575929114562,4.2827030751549635e-09,2.8966966102008396e-08,38,3,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,28.7,13.6,5.6,7.0,33.2,Oscines
Melanodera_xanthogramma,7.42510785058053e-05,4.193981412744566e-05,2.213648603258344e-06,0.012499997638520392,0.01598792798298412,0.9150781658449592,0.010936852609441133,0.04537865138285896,80,5,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,35.07,14.2,6.2,8.2,35.2,Oscines
Melanodryas_cucullata,8.226731958048586e-12,0.13934229249314817,0.00032149410136269647,0.0016611933236675748,8.608981717616488e-05,0.007362550441033747,0.8512028832715878,2.349654379798428e-05,7,2,Petroicidae_(Australasian_Robins),3.0,0.0,3.0,0.0,21.1,17.4,3.8,3.8,25.9,Oscines
Melanopareia_elegans,0.001279160552390502,0.059042146164799934,0.09265480335088418,0.16200284390665975,2.359133267575029e-06,0.10140220254905404,0.5829186071593748,0.0006978771835691654,54,12,Melanopareiidae_(Crescentchests),3.0,0.0,3.0,0.0,16.0,17.0,3.4,3.6,4.7,Non-Oscines
Melanopareia_maranonica,4.487384038151286e-06,0.32802073633602913,5.6564535525871205e-08,0.6707581176377281,7.482018273180681e-08,3.3263600705655404e-06,0.0012110974700394,2.1034273763936732e-06,3,2,Melanopareiidae_(Crescentchests),3.0,0.0,3.0,0.0,23.0,17.3,3.7,3.9,8.3,Non-Oscines
Melanopareia_maximiliani,0.00046507988282398674,1.774418186046671e-05,0.6289416539273323,1.0971789050535524e-10,3.259666782571487e-06,0.2829888392519523,0.08721761440604453,0.00036580857348580124,35,10,Melanopareiidae_(Crescentchests),3.0,0.0,3.0,0.0,18.0,14.3,3.1,3.4,6.7,Non-Oscines
Melanopareia_torquata,0.20415998461181334,0.1115614227364596,1.1524036191669524e-06,8.596705439068001e-10,2.8192112445159805e-06,0.607544684818279,0.07658819763022733,0.00014173772868589834,11,2,Melanopareiidae_(Crescentchests),3.0,0.0,3.0,0.0,17.2,12.4,3.3,3.7,8.6,Non-Oscines
Melanoptila_glabrirostris,0.002301225169151674,0.1466550743234026,1.6373846261839094e-06,0.08905919403740993,0.5228544021147242,0.11449336891154431,0.04970697895196943,0.07492811910717125,21,3,Mimidae_(Mockingbirds_and_Thrashers),2.0,0.0,2.0,0.0,35.4,20.9,4.2,5.0,15.9,Oscines
Melanorectes_nigrescens,9.553543462553254e-06,0.3374366254380377,2.0500414196378547e-09,2.958905437004583e-14,4.845809623050373e-07,0.6625182336848541,1.0718727199445301e-06,3.4028829892730024e-05,6,2,Pachycephalidae_(Whistlers_and_Allies),3.0,0.0,3.0,0.0,76.9,29.8,8.6,9.6,15.5,Oscines
Melanospiza_bicolor,6.182143778199243e-17,0.013622859003221655,0.000761451098594585,0.42962603673359934,0.00011262561859260113,2.182600923004006e-05,0.19194559485018814,0.36390960668657346,18,4,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,9.8,10.6,4.2,5.7,14.7,Oscines
Melanotis_caerulescens,0.006896341613759037,0.22765918550158892,0.032508035579916696,0.06947604259549371,0.027929129442776087,0.2638754371242541,0.35955285609006793,0.012102972052143444,76,18,Mimidae_(Mockingbirds_and_Thrashers),3.0,0.0,2.0,0.0,61.57,27.9,4.8,6.1,13.7,Oscines
Melanotis_hypoleucus,0.0010638833280474207,0.07320371192120513,1.6843220651881343e-05,0.14295569107582665,0.09850863582079253,0.6424877967929962,0.0028008325300035615,0.038962605310476475,14,4,Mimidae_(Mockingbirds_and_Thrashers),3.0,0.0,2.0,0.0,68.0,29.4,5.1,6.1,11.9,Oscines
Melidectes_belfordi,7.700033264678495e-06,0.7467335756841389,8.171234368083605e-06,0.22609356477207557,1.1911287488829442e-07,7.619711889653997e-07,0.027155221681094587,8.855109947757964e-07,3,2,Meliphagidae_(Honeyeaters),3.0,1.0,3.0,0.0,73.14,37.0,4.7,5.8,21.8,Oscines
Meliphaga_lewinii,4.175473356759897e-13,0.07692836588553018,0.5016375168874464,0.3780640004673735,3.082268950431354e-06,0.00032447789000075223,0.042938490637227315,0.0001040659630532984,13,11,Meliphagidae_(Honeyeaters),3.0,0.0,3.0,0.0,33.58,23.0,3.3,4.5,18.5,Oscines
Meliphaga_notata,0.014087251425132844,0.6378028477002139,0.007115769990073202,0.02056701263056943,0.0018168256622558196,0.2819140308316373,0.026718318265263257,0.009977943494854067,40,7,Meliphagidae_(Honeyeaters),3.0,0.0,2.0,0.0,26.44,22.6,3.3,4.3,12.8,Oscines
Melithreptus_albogularis,0.4761955476339154,0.1606116000111362,0.020567388211905693,0.04047834133050526,0.02322841419016322,0.26589681784088276,0.012477209745490563,0.0005446810360008558,50,6,Meliphagidae_(Honeyeaters),3.0,0.0,2.0,0.0,11.03,14.3,2.8,3.2,22.3,Oscines
Melithreptus_brevirostris,5.56728210598046e-17,2.871963421997796e-14,0.009843412185976615,0.3536343603821269,5.65667906968496e-06,9.826355992543318e-06,0.6248151313190199,0.011691613077786002,7,3,Meliphagidae_(Honeyeaters),3.0,1.0,2.0,0.0,12.6,14.2,3.0,3.6,22.8,Oscines
Melithreptus_gularis,3.79989323756993e-07,0.009061228625581083,1.7887580972038994e-05,0.2353247338651811,0.2953277802761986,0.001373755741403254,0.45671520670704013,0.002179027214299849,8,4,Meliphagidae_(Honeyeaters),3.0,1.0,2.0,0.0,19.44,16.9,3.5,4.1,27.7,Oscines
Melithreptus_validirostris,4.883578786671174e-09,0.10358488185878793,0.00014500388241609293,0.36474106653818134,3.7496002995140994e-06,0.1381293190352711,0.38864795780375944,0.0047480163977051066,7,2,Meliphagidae_(Honeyeaters),3.0,0.0,2.0,0.0,24.8,19.3,4.3,4.5,23.5,Oscines
Melloria_quoyi,0.5137668583838727,0.2790568908342967,0.016988251401916413,0.17087172055838362,0.0007327632573752944,0.01854817803461211,2.4769109351084715e-05,1.0568420192267467e-05,62,9,"Artamidae_(Woodswallows,_Bellmagpies,_and_Allies)",3.0,1.0,3.0,0.0,168.0,55.7,13.6,17.5,21.6,Oscines
Melocichla_mentalis,0.004581540178473886,0.258618172647343,0.0008892520913861994,0.053211451948320186,0.0029792053566616624,0.12135955244326424,0.5581179179472014,0.00024290738734882744,40,12,Macrosphenidae_(African_Warblers),3.0,0.0,2.0,0.0,33.2,19.0,3.8,5.2,6.2,Oscines
Melopyrrha_portoricensis,1.1162810417261042e-28,5.078420287891139e-09,2.029198086901861e-06,0.9999976627263925,5.432981897461492e-11,2.6865273145900455e-09,2.975317190691666e-07,2.7245240579399368e-09,3,2,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,NA,NA,NA,NA,NA,Oscines
Melopyrrha_violacea,2.307474039079618e-11,0.18909121389649972,1.032420149948393e-05,0.36455437960128567,0.012354052735097262,0.3965365418389,0.0007088751873794391,0.03674461251626447,9,2,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,NA,NA,NA,NA,NA,Oscines
Melospiza_georgiana,2.2697964968123695e-10,0.034782241266357976,0.33288941158030905,0.29595452403314365,0.015637194428598622,0.07155004963164387,0.22810839014909381,0.021078188683873657,65,15,Passerellidae_(New_World_Sparrows),2.0,0.0,2.0,1.0,16.1,13.9,4.1,5.2,19.1,Oscines
Melospiza_lincolnii,3.9701033486568216e-08,0.04396506070006425,0.28282050295814215,0.22456107970308636,0.040414601137445196,0.030360378597245746,0.2587787734198405,0.11909956378314275,66,19,Passerellidae_(New_World_Sparrows),2.0,0.0,2.0,1.0,16.6,13.2,4.0,5.1,22.3,Oscines
Melospiza_melodia,0.01160434436526113,0.05868567102672263,0.16461856220818852,0.1836564184236502,0.15956380062561729,0.08035936106426851,0.13833982355551605,0.20317201873077567,91,20,Passerellidae_(New_World_Sparrows),3.0,0.0,3.0,2.0,21.91,13.4,5.3,6.7,20.1,Oscines
Melozone_aberti,0.00014282637940222324,0.02959069480052415,0.091635110193707,0.03395215540141183,0.0002153896542530715,0.4742936077059793,0.3448641686901568,0.025306047174566165,34,6,Passerellidae_(New_World_Sparrows),3.0,1.0,3.0,0.0,45.93,16.6,5.6,8.3,12.8,Oscines
Melozone_albicollis,8.116219621825412e-09,0.0688842386273248,0.2615482504827639,0.18586681401256308,2.8011824327157935e-05,0.13520743491862203,0.2792699478609091,0.06919529415727022,25,6,Passerellidae_(New_World_Sparrows),3.0,1.0,3.0,0.0,46.4,16.0,6.0,8.4,11.9,Oscines
Melozone_crissalis,3.789811797863661e-05,0.04186322376591835,0.18901422680447927,0.13808984139909916,0.011744104958168926,0.2586959166769715,0.3397661190820639,0.020788669195320294,68,13,Passerellidae_(New_World_Sparrows),3.0,1.0,3.0,2.0,52.83,16.2,5.0,7.7,13.1,Oscines
