species,gmm_prob_0_mean,gmm_prob_1_mean,gmm_prob_2_mean,gmm_prob_3_mean,gmm_prob_4_mean,gmm_prob_5_mean,gmm_prob_6_mean,gmm_prob_7_mean,family,hfp_mean,ndvi_mean,temp_mean,height_m_mean,richness_mean,ruggedness_mean,social_bond,communal,sexual_selection,mass,beak_shape_PC1
Acridotheres_tristis,0.00046595506323980266,0.0696425433428665,0.0030057477633938126,0.13465368746822606,0.22397208647568945,0.12203321992453502,0.43564080109729036,0.010585958864758313,Sturnidae (Starlings),13.581021483433734,0.4263205045045044,292.53499030007504,12.142857142857142,71.33083270817704,15.516879212303074,3.0,1.0,0.0,116.43,0.5938716470037793
Acritillas_indica,7.406889862146318e-07,0.7050841990640642,4.02619635935675e-13,7.444858387890855e-23,1.0519460699898751e-10,0.2949142817130718,7.674112453077959e-07,1.1017036060521067e-08,Pycnonotidae (Bulbuls),22.11801354166667,0.5857041041666666,299.3653802083333,12.588235294117647,53.6875,9.255457916666666,3.0,0.0,NA,30.6,-0.42093911838927267
Acrobatornis_fonsecai,1.062933849810605e-11,3.718664514336952e-07,5.106896430589609e-06,0.3818399232454907,2.753013090955466e-06,0.25184770407404306,0.3644112939423913,0.0018928469514744785,Furnariidae (Ovenbirds and Woodcreepers),8.240556000000002,0.7567926,296.555976,9.0,220.8,21.569995999999996,3.0,1.0,0.0,13.7,-1.820956632550585
Acrocephalus_agricola,0.12408954093682979,0.0004221194115030532,3.2410043744835496e-05,0.0019397015074954329,0.009513980148386279,0.2823656892201698,0.5175081215299475,0.064128437201923,Acrocephalidae (Reed Warblers and Allies),7.914976473799126,0.08747214456521739,279.7407666739131,10.882352941176471,60.167391304347824,8.783942152173912,2.0,0.0,0.0,9.6,-1.7193413612495902
Acrocephalus_australis,1.5052583005931066e-09,0.11863103896852813,0.018946227080513457,0.4112971305313583,0.0028139228628367456,0.005258735895502476,0.435930519517333,0.0071224236386695115,Acrocephalidae (Reed Warblers and Allies),5.569022630208333,0.47164224254215303,295.86350919584953,16.222857142857144,54.8988326848249,5.831755265888457,2.0,0.0,2.0,17.7,-0.8315577516534473
Acrocephalus_bistrigiceps,3.875591121143153e-11,8.728014154864365e-06,0.008797119115674676,0.30721320492331117,0.08310022851261563,0.05704437376311253,0.15800123190079193,0.3858351137315831,Acrocephalidae (Reed Warblers and Allies),13.050559600665558,0.21351825083056475,278.66165302325584,12.93661971830986,57.920265780730894,14.079133936877076,2.0,0.0,1.0,8.67,-1.8667174009708987
Acrocephalus_dumetorum,0.03444526819371892,0.083806299330215,0.008884772106592944,0.04285887995809555,0.039421513375708366,0.44096484764081934,0.28674607991002565,0.06287233948482414,Acrocephalidae (Reed Warblers and Allies),8.362342595262616,0.16185660762100926,275.22987800205976,16.096385542168676,78.16374871266736,9.091493759011328,2.0,0.0,1.0,11.2,-1.3251418230851635
Acrocephalus_gracilirostris,0.05298658856904737,0.15865766726633243,0.041206325864374005,0.0022545697952015,0.041072085629580216,0.24930329959403438,0.3789733840173916,0.07554607926403871,Acrocephalidae (Reed Warblers and Allies),10.571482095238094,0.5466727768987343,294.92367143987343,8.606060606060606,91.31803797468355,7.8136478164556955,3.0,0.0,0.0,14.4,-1.1662257437416055
Acrocephalus_melanopogon,6.998176142522086e-06,0.0029642499446312135,0.020218208956069645,0.22690162614032272,0.0010897733274388033,0.08660152830223435,0.6573336154388193,0.004883999714341572,Acrocephalidae (Reed Warblers and Allies),14.589779275092937,0.25590338376383764,286.45352356088557,8.44578313253012,63.496309963099634,8.655089926199263,2.0,0.0,2.0,10.9,-2.101655912750196
Acrocephalus_newtoni,4.6176777296887194e-08,0.001270568970355228,0.0391262753370714,0.04929514422714096,0.011898116383014424,0.7175345413722929,0.016645768240015943,0.16422953929333137,Acrocephalidae (Reed Warblers and Allies),9.713062432432432,0.6198330405405406,296.32445918918916,12.347826086956522,24.91891891891892,11.082609594594595,3.0,0.0,0.0,17.0,-1.067401200720262
Acrocephalus_orientalis,7.798441188676089e-16,4.62825164801738e-09,0.01173649414655573,0.5565061476471455,0.0006122377750097959,0.011772699437257226,0.2508406172035786,0.16853179916220073,Acrocephalidae (Reed Warblers and Allies),12.587671586021504,0.23401429301075266,279.1591552284946,12.6,56.9005376344086,13.865507594086022,2.0,0.0,2.0,23.5,-0.4501983381218381
Acrocephalus_paludicola,4.335055648881619e-05,0.009296203824071782,0.2261328494606644,0.05106818583186952,0.5971397852008972,0.041942370484251486,0.05410000221830496,0.02027725242345155,Acrocephalidae (Reed Warblers and Allies),9.21430684039088,0.198110332247557,275.48741798045603,15.033492822966506,83.13029315960912,6.101023941368078,2.0,0.0,2.0,11.6,-1.9997912531029143
Acrocephalus_palustris,0.00913679534008075,0.018355169751851818,0.05615883510606327,0.27830408027383396,0.01602469809426969,0.1034872298386007,0.5011188873407363,0.01741430425456343,Acrocephalidae (Reed Warblers and Allies),16.097175068359377,0.3247196708984375,280.51269399414065,12.095744680851064,78.751953125,8.137086162109375,3.0,0.0,2.0,11.5,-1.3769522291876637
Acrocephalus_schoenobaenus,0.03381112825256922,0.0004697123244718288,0.20803482905890908,0.16195890250196418,0.07465435016868201,0.1401579322372355,0.2878278822764469,0.09308526317972117,Acrocephalidae (Reed Warblers and Allies),10.846126759550563,0.21849485336322869,277.4881055286738,14.36923076923077,67.11021505376344,5.793826218637993,2.0,0.0,2.0,11.83,-1.7325871870210698
Acrocephalus_scirpaceus,4.806937809131378e-10,1.017174147718627e-06,0.053745517735885345,0.464641703834847,8.349996330527403e-05,0.12095489288694197,0.34598797089643707,0.014585397027741899,Acrocephalidae (Reed Warblers and Allies),13.993020791545794,0.3707871299668874,287.00911022764905,10.48168249660787,75.20364238410596,9.56542833195364,2.0,0.0,1.0,12.3,-1.4056271331245331
Acrocephalus_stentoreus,1.0202237924813459e-10,0.006481897255938731,0.012194654306723274,0.4364465697133312,0.02825082308676241,0.020264732565163222,0.30056995064707503,0.19579137232298363,Acrocephalidae (Reed Warblers and Allies),12.403501280487804,0.3711763941605839,292.1993222871047,12.122047244094489,63.305352798053526,17.791069598540147,2.0,0.0,2.0,24.2,-0.3716442375092254
Acropternis_orthonyx,0.2028831100857446,0.35885467973154034,6.211755270726812e-07,0.015724533551127493,0.00021761231398652477,0.40925144337498653,0.011748501713499095,0.001319498053588074,Rhinocryptidae (Tapaculos),11.5663725,0.7185264791666667,292.72505479166665,11.177777777777777,301.4583333333333,38.95435770833333,3.0,0.0,0.0,89.86,-0.1082825490255636
Actinodura_cyanouroptera,0.05982694416593686,0.8068302653709821,6.84747273552493e-08,0.03248102837970506,3.4628049204111957e-06,0.100825998280167,1.1704354159224332e-05,2.052816940204029e-05,Leiothrichidae (Laughingthrushes and Allies),13.5707456424581,0.5657457604456825,291.641106713092,10.630824372759857,111.70473537604457,35.22072646239554,3.0,0.0,0.0,17.0,-1.3473330061726285
Actinodura_nipalensis,0.05466787568169473,0.2776860369178099,1.6144826248297527e-05,0.00023952200396870602,7.647276530708656e-09,0.6673844874593537,5.43916856876653e-06,4.862950796964146e-07,Leiothrichidae (Laughingthrushes and Allies),10.618713846153847,0.42125753846153846,283.08122884615386,7.5625,156.84615384615384,56.92693076923077,3.0,1.0,0.0,43.87,-0.5325330826134774
Actinodura_strigula,0.0005073853812300439,0.7484938809729258,0.0009953618033981823,0.05214026306245595,0.006533275769737199,0.0984767698765518,0.09188524599019965,0.0009678171435014285,Leiothrichidae (Laughingthrushes and Allies),11.062817798742138,0.5382755471698113,288.6972688679245,10.459016393442623,137.0503144654088,47.77878597484277,3.0,0.0,0.0,19.2,-1.2520655646846377
Actinodura_waldeni,0.0015475543444931062,0.9052606237352054,5.387857029312024e-10,3.150130724128093e-13,1.9921532127275198e-08,0.09313234493722762,4.9325341994092076e-05,1.013118044629283e-05,Leiothrichidae (Laughingthrushes and Allies),NA,NA,NA,NA,NA,NA,3.0,1.0,1.0,NA,NA
Aegithalos_caudatus,0.00014364023134844382,0.31240333793145814,0.018365403741535877,0.16112603794247912,0.23931371026068599,0.01231064790036208,0.19049673379230567,0.06584048819982445,Aegithalidae (Long-tailed Tits),10.84041541599743,0.23530981143591387,276.9068537888996,13.325609031491384,70.04812319538017,11.518060089829966,2.0,0.0,0.0,8.6,-2.3911253063651845
Aegithina_tiphia,0.20729241178886976,0.4987665845142933,0.011562581455636005,0.11498012215939177,5.0721133215547085e-05,0.15412448583586047,0.013088671722177469,0.00013442139055508796,Aegithinidae (Ioras),16.294491789052067,0.6108244534574468,298.11822480743695,14.39820359281437,81.13545816733068,13.855746958831341,3.0,0.0,0.0,12.0,-0.7731225495750443
Aegithina_viridissima,1.8597989575571254e-07,0.6640196634571572,9.990111013136122e-08,0.2805065697715149,1.8106066828940414e-08,8.784678348662317e-05,0.05538349279117844,2.123209589985991e-06,Aegithinidae (Ioras),10.975743807106598,0.7528046598984771,299.17030619289335,18.297709923664122,89.23350253807106,10.876471675126904,3.0,0.0,0.0,13.4,-0.8823668922787122
Aethomyias_nigrorufus,0.7816388961305273,0.21835851859725525,2.0256783843603562e-09,2.7932998455862523e-13,3.0534234039570226e-09,2.580123488689265e-06,4.009779946263603e-37,6.934736304631921e-11,Acanthizidae (Thornbills and Allies),4.725609189189188,0.801062918918919,295.1938543243243,21.181818181818183,77.24324324324324,34.97331378378378,3.0,0.0,0.0,15.9,-1.3621031026979966
Aethomyias_papuensis,1.2197528612926348e-08,0.03225550939752185,2.114544199835711e-05,0.7414253583383035,7.676160398325768e-06,4.776767333432702e-05,0.22264485159934536,0.003597679191569245,Acanthizidae (Thornbills and Allies),4.708491176470589,0.8011075588235294,294.9123329411765,21.096774193548388,77.0,36.596123235294115,3.0,0.0,0.0,11.2,-2.055132098322205
Aethomyias_perspicillatus,1.2237271454049774e-14,0.5904228709482472,2.5879728643167986e-08,0.3372237385125025,3.1220757155278584e-11,1.9286167208841129e-07,0.0723531688846967,2.8819195530716167e-09,Acanthizidae (Thornbills and Allies),4.5687655,0.8023665,295.44131699999997,21.228571428571428,75.775,33.95842625,3.0,0.0,0.0,9.0,-1.7664268743080127
Aethopyga_gouldiae,0.0005074548107828016,0.5608147898926991,6.141890624634798e-07,0.024544763732649365,4.0483666617921764e-05,0.2979114763398468,0.11286105127293683,0.0033193660954046644,Nectariniidae (Sunbirds and Spiderhunters),12.369153529411765,0.4812159999999999,287.2654222794118,9.691489361702128,108.00980392156863,41.37388357843136,3.0,0.0,0.0,5.0,-1.4217315596472244
Aethopyga_ignicauda,1.877453875318133e-17,9.301169347715898e-09,0.17681645431169604,0.2151815331396162,0.0004131669988677102,0.014635663290777815,0.5821181008417439,0.010835072116129227,Nectariniidae (Sunbirds and Spiderhunters),8.68676149122807,0.45961095614035086,283.6568554385965,10.777777777777779,131.6578947368421,55.27218736842105,3.0,0.0,0.0,8.2,-1.1606486598958994
Aethopyga_saturata,4.240247823858348e-22,2.6874731349027477e-06,0.20717974318340487,0.09057007183594759,0.000198569024306863,0.004388055105847769,0.6842118181406517,0.013449055236706382,Nectariniidae (Sunbirds and Spiderhunters),13.094852652329747,0.6089129318996416,294.3966117562724,11.457777777777778,122.04301075268818,32.45995853046595,3.0,0.0,0.0,5.3,-1.1621928548585534
Aethopyga_shelleyi,3.3006300148992737e-24,1.2105244975880452e-07,0.07515518616772641,0.09682762450155824,0.1576141003275234,0.07339608783682071,0.12942582623823173,0.46758105387568943,Nectariniidae (Sunbirds and Spiderhunters),10.405993076923076,0.7423577142857142,300.2317814285714,NA,36.857142857142854,2.6037857142857144,3.0,0.0,0.0,4.0,-1.6221805223130374
Aethopyga_siparaja,1.4252519820309853e-11,0.1378708929242358,0.0029881950454945534,0.25612884206172615,0.17994927095724478,0.16665711815493595,0.17960861497358946,0.07679706586852009,Nectariniidae (Sunbirds and Spiderhunters),13.676688984615385,0.6392326625766871,296.78524884969323,14.334261838440112,88.50613496932516,18.500431503067485,3.0,0.0,0.0,6.7,-1.4707326606454176
Aethopyga_temminckii,0.0034002505506344647,0.38082929126848863,0.0006414586945230499,0.02373827565228537,0.02676854651939347,0.17741490087579018,0.2770196282383367,0.11018764820054798,Nectariniidae (Sunbirds and Spiderhunters),10.039792232142856,0.7722144821428572,298.6470066071429,18.638297872340427,97.19642857142857,16.491266964285717,3.0,0.0,0.0,6.0,-1.7001025507673548
Agelaioides_badius,0.03883583627838112,0.2242786964956656,0.008949408254403157,0.0390519060952509,0.08151560677559336,0.49367640583659556,0.07691873180694843,0.03677340845716198,Icteridae (Troupials and Allies),9.220178674698795,0.6022950841346154,292.17543098557695,8.387878787878789,125.95913461538461,8.355206346153846,2.0,0.0,1.0,45.25,0.044126359983545214
Agelaius_phoeniceus,1.0045590112249735e-05,0.017828369306472736,0.040693879446454966,0.09813157393891535,0.30493762794967655,0.08508758183934648,0.09788939983809371,0.355421522090928,Icteridae (Troupials and Allies),9.825438754540736,0.2503134551115724,281.0298182520747,10.978142076502733,72.9548755186722,11.436709979253111,2.0,0.0,3.0,50.78,0.38036612563027616
Agelasticus_cyanopus,2.2554530290612704e-13,0.12858136898171743,0.33334226050718613,0.0008539231257072003,3.0139468780393584e-07,0.06821836797975282,0.4689910212959658,1.275671475800184e-05,Icteridae (Troupials and Allies),9.216432837078651,0.7018632857142857,296.26172103351956,10.176136363636363,175.77653631284917,7.143688100558659,2.0,0.0,0.0,37.21,0.23774957931180496
Agelasticus_thilius,0.011174708137922823,0.11729699870208145,0.00015953221855107577,0.18971059355794906,0.11572472905762334,0.2656877862439348,0.23495750943380067,0.06528814264813716,Icteridae (Troupials and Allies),9.348743260188089,0.47851494043887144,287.6743142633229,9.08,79.72727272727273,10.48387432601881,2.0,1.0,0.0,31.5,-0.0023098103751942136
Agelasticus_xanthophthalmus,2.4959390321273543e-08,2.57013511786934e-05,0.14301749110713988,0.6796609351386736,1.7525504171341627e-05,8.803119004959816e-06,0.17725843549508155,1.108332535991694e-05,Icteridae (Troupials and Allies),3.211536363636364,0.8026507272727272,295.7209572727273,21.727272727272727,297.6363636363636,18.818347272727273,3.0,1.0,0.0,45.1,0.308535377485135
Agriornis_montanus,5.0615575193807774e-06,3.187466880054261e-07,1.279112231197218e-29,6.839019876081115e-65,7.61128762194036e-16,0.9999946196945311,5.380055423863868e-23,1.2591041014907573e-12,Tyrannidae (Tyrant Flycatchers),6.688946375404531,0.35310815533980583,285.0329473462783,11.293103448275861,87.4368932038835,23.329403495145627,3.0,0.0,0.0,63.3,0.3108277367545709
Ailuroedus_crassirostris,4.9536403268798275e-11,0.00015810473585639386,2.2924886413362715e-06,0.9864632360693222,4.932193120753668e-10,2.2842489247320463e-09,0.013376223383213004,1.4049596253399007e-07,Ptilonorhynchidae (Bowerbirds),9.651663255813956,0.6456811395348837,291.1777425581395,11.444444444444445,100.20930232558139,11.014065348837208,3.0,0.0,0.0,205.32,1.7609597016782117
Ailuroedus_maculosus,6.958928892664546e-06,0.19653901894026918,2.1125108565008737e-07,0.8005399571833116,1.4540460144287181e-06,4.0432258144291025e-07,0.002858118730667587,5.387659717711827e-05,Ptilonorhynchidae (Bowerbirds),4.586398507462687,0.7749241492537314,297.53354716417914,20.36842105263158,68.08955223880596,16.28897925373134,3.0,0.0,0.0,176.89,2.070880593136823
Aimophila_notosticta,6.009763042032762e-34,8.376394457015638e-13,0.01740342530292049,0.009592246891119597,2.3854049562454755e-06,0.00043689702793836267,0.9719839611552579,0.0005810842169698834,Passerellidae (New World Sparrows),10.500428888888889,0.5996673333333333,294.33028111111105,8.285714285714286,152.22222222222223,32.57885777777778,3.0,0.0,0.0,27.1,-0.34037331851977815
Aimophila_rufescens,1.199289975856364e-18,8.132121420451738e-06,0.023624763338819032,0.2084795034375296,0.0001791003705405985,0.057332811914511596,0.6842904251149298,0.02608526370224886,Passerellidae (New World Sparrows),11.370143416666668,0.5650470833333334,294.63616383333334,9.638297872340425,124.69166666666666,24.958796666666668,3.0,0.0,0.0,34.3,0.3155774500359252
Aimophila_ruficeps,5.77944119081269e-12,0.0010534782732502187,0.08517644065860908,0.2660301803584171,0.01209092835881236,0.08952667514065536,0.5443952208132972,0.001727076391179529,Passerellidae (New World Sparrows),11.777098008130082,0.34493410612244896,290.0425821544716,7.367816091954023,85.40243902439025,16.754283252032526,3.0,1.0,0.0,18.69,-0.8557592781882446
Alaemon_alaudipes,0.8979451122211837,0.008221173988072237,9.74832290859793e-05,0.02622989344790215,0.000510456113746739,0.0003268140537437022,2.1030452808735066e-09,0.06666906484322,Alaudidae (Larks),7.5003778721278715,0.137982576,297.224224075924,22.476190476190474,24.33966033966034,6.431251948051948,3.0,0.0,0.0,43.72,0.012235269375987365
Alauda_arvensis,0.0006508350003397806,0.0179235406682993,0.0048737980466923795,0.0003628523912188319,0.032873027172282285,0.1312125344115164,0.6427288124934555,0.16937459981619576,Alaudidae (Larks),9.06420657712111,0.20432461947297903,276.2205407047279,13.18544809228039,63.849464763603926,11.153660805084744,2.0,0.0,1.0,37.31,-0.8579043534685358
Alauda_gulgula,1.7172154598957696e-19,2.6606726683697148e-17,6.782856647253715e-05,9.15978950231782e-10,0.12369705903367274,0.0015411615032948824,0.4657886406632432,0.40890530931733815,Alaudidae (Larks),14.248263963235294,0.3943041050698017,290.07313157237326,10.397260273972602,68.34459955914768,21.591217531227038,2.0,0.0,0.0,26.3,-0.887725862398462
Alaudala_cheleensis,2.6014961053568303e-15,2.3415016439060177e-09,0.015472579642348135,3.253782396452094e-05,0.034679432073674306,0.17645686090853618,0.4467689717471702,0.3265896154628032,Alaudidae (Larks),7.999767721755369,0.11095920802238807,277.27519117537315,9.928571428571429,56.264925373134325,15.793326567164177,3.0,0.0,0.0,NA,NA
Alaudala_heinei,3.0342384101129427e-19,5.502660187099445e-08,0.016221391339237556,1.504123083552494e-05,0.07190324207102151,0.05853057661040349,0.516651760619224,0.3366779331026757,Alaudidae (Larks),10.285434498525076,0.13584686430678466,284.46154936578176,9.23076923076923,54.55014749262537,7.540973893805309,3.0,0.0,0.0,NA,NA
Alaudala_rufescens,1.3078044478980393e-08,1.9184459411397593e-11,0.0008149739506471982,0.06353704999078802,0.08716069813789795,0.1500115931501575,0.6151279311584282,0.08334774051485194,Alaudidae (Larks),12.923681752988047,0.24081364541832667,291.8259126190476,10.176470588235293,46.48809523809524,8.029888611111112,3.0,0.0,0.0,24.1,-1.2132415250337958
Alcippe_brunneicauda,0.07775111701301343,0.8492923700399985,0.00029619655364198527,0.0717460076891919,0.000622908307608276,6.065356860261429e-06,0.0002847451468065523,5.898928791376979e-07,Leiothrichidae (Laughingthrushes and Allies),10.842668516483515,0.756923467032967,299.0971277472527,18.30708661417323,91.28571428571429,11.29114,3.0,0.0,0.0,14.3,-1.2135235127346866
Alcippe_davidi,6.754290531142525e-10,0.6585394142124842,1.2165357428311932e-06,0.0067326134976881,4.2659684025649115e-09,1.708712418667672e-06,0.3347248150566077,2.2704366050275092e-07,Leiothrichidae (Laughingthrushes and Allies),15.50251717877095,0.5451668774373258,291.43277161559894,9.70764119601329,95.7158774373259,32.87987253481894,3.0,0.0,0.0,15.26,-1.6099732929920103
Alcippe_morrisonia,6.115585065554665e-07,0.7479420464931698,2.019021892093998e-08,1.702309846047048e-05,1.866384138411743e-09,6.400377421488799e-06,0.25203362002033214,2.7639550549835354e-07,Leiothrichidae (Laughingthrushes and Allies),15.50251717877095,0.5451668774373258,291.43277161559894,9.70764119601329,95.7158774373259,32.87987253481894,3.0,0.0,0.0,15.26,-1.6099732929920103
Alcippe_peracensis,5.2715924399312634e-06,0.9722607458864629,1.0322031824775187e-07,0.020796803209806355,4.4779823600529764e-08,0.00014910431983431761,0.006787130186325991,7.968049884706642e-07,Leiothrichidae (Laughingthrushes and Allies),14.382109393939395,0.6967989393939394,298.40174272727273,15.655172413793103,105.72727272727273,17.30778515151515,3.0,0.0,0.0,14.3,-1.4178616802266162
Alcippe_poioicephala,0.01740791314997351,0.8479270090643385,2.8456822486282855e-07,0.11197103963378795,4.672756783543606e-08,0.022611590918280956,8.191450910030467e-05,2.0142872560284254e-07,Leiothrichidae (Laughingthrushes and Allies),15.417394964028775,0.5763653309352518,297.2810601438849,12.67361111111111,94.64028776978417,20.521565431654675,3.0,1.0,0.0,20.7,-1.1593036423688758
Alcippe_pyrrhoptera,0.06824480614030647,0.8573275395771028,5.742364063125403e-07,0.07431502242940057,5.618429293013477e-07,7.57379661326122e-05,3.274227920796712e-05,3.015528514090875e-06,Leiothrichidae (Laughingthrushes and Allies),24.329805,0.7353795000000001,298.34824000000003,8.833333333333334,63.5,12.1010825,3.0,1.0,0.0,16.3,-1.3529629324402381
Alethe_castanea,0.93094488475499,0.06899042065656767,9.370340692611422e-07,3.558543157561707e-12,6.26664577352603e-05,1.091080785801157e-06,9.477606721406775e-34,1.229342053820249e-11,Muscicapidae (Old World Flycatchers),8.188960355987055,0.6663237961165048,297.3559768709678,17.345991561181435,75.26774193548387,8.95288677419355,3.0,0.0,0.0,31.54,-0.30415149876204184
Alethe_diademata,0.8973059275630668,9.945325285725595e-05,0.009103283559427902,3.3679880749823723e-07,0.045845049948317125,0.04759543326850245,6.555076617636564e-07,4.9860101359654624e-05,Muscicapidae (Old World Flycatchers),15.88557265625,0.54744503125,299.03909609375,10.924528301886792,73.890625,6.476771874999999,3.0,0.0,0.0,31.54,-0.5534269423741089
Alophoixus_flaveolus,1.261136097995057e-31,6.432556516390005e-11,1.8910859756257558e-05,0.00042208714590562,3.108441988044224e-05,0.0001458578008480056,0.0013846705051168118,0.9979973892041671,Pycnonotidae (Bulbuls),10.5145669,0.61833924,293.4907257,12.4125,143.94,37.9520663,3.0,1.0,0.0,48.3,0.051849847243376955
Alophoixus_ochraceus,0.22109755505350373,0.22004803888009078,0.0001235286266329575,0.18930952605552034,0.0029893172491344483,0.026253833284017373,0.30144083362683155,0.038737367224268925,Pycnonotidae (Bulbuls),14.514900674157305,0.6920679662921349,299.1846946067416,16.19672131147541,94.50561797752809,12.78802404494382,3.0,0.0,0.0,41.45,0.005789049621225386
Alophoixus_phaeocephalus,2.3117977173343207e-05,0.21155869776452835,0.0015232485883657381,0.052835293891362475,0.19616290197673378,0.33342695768276565,0.012129568815584888,0.1923402133034854,Pycnonotidae (Bulbuls),10.627943134328358,0.757469707920792,299.19104376237624,18.251968503937007,85.60891089108911,10.353731336633665,3.0,0.0,0.0,32.0,-0.027194092471485003
